원어
風俗圖
風俗
風俗
風
風
風
顯忠日
顯微鏡
顧客
顧問官
顧問官
顧問
類類相從
類義語
類槪念
類推
類型的
類型性
類型化
類型
類例
類例
類似點
類似性
類似品
類似
類人猿
顚覆
顚覆
顚末書
顚末
願書
願
顔面部
顔面
顔面
顔色
顔料
額面價
額面
額面
額數
額子
題目
題材
題下
顆粒型
顆粒
頻度
頹落
頹落
頹廢的
頹廢主義
頹廢
頸椎
頭髮
頭領
頭角
頭蓋骨
頭腦
頭腦
頭腦
頭腦
頭緖
頭相
頭目
頭痛藥
頭痛
頭巾
頭像
領議政
領空
領海
領洗
領收證
領域
領域
領地
領土
領事館
領事
頒布
預金額
預金主
預金
預託
預置金
預置
頌歌
頌德碑
頉
頉
頉
頉
頉
順風
順風
順行
順行
順航
順航
順航
順番制
順番
順番
順産
順理的
順理
順次的
順次
順機能
順應
順從
順序
順序
順位圈
順位
項目
項
頃刻
頂點
頂點
頂上級
頂上
頂上
頂上
韻致
韻素
韻文
韻律
韻
韻
音響機
音響
音韻
音階
音量
音質
音讀
音讀
音調
音調
音調
音色
音聲
音素
音節
音程
音程
音盤
音癡
音波
音標
音樂祭
音樂的
音樂會
音樂性
音樂性
音樂家
音樂
音律
音價
韓食堂
韓食
韓醫院
韓醫師
韓醫學
韓醫
韓醫
韓貨
韓譯
韓藥材
韓藥房
韓藥局
韓藥
韓美
韓紙
韓牛
韓流
韓民族
韓服
韓日
韓方
韓式
韓屋
韓定食
韓國語
韓國美
韓國的
韓國學
韓國史
韓國人
韓國
韓半島
韓半島
韓人
鞍裝
鞍裝
靭帶
革罷
革新的
革新
革帶
革命的
革命家
革命
革命
革命
面駁
面面
面面
面貌
面貌
面識
面談
面紗布
面積
面相/面像
面目
面目
面會所
面會室
面會
面接試驗
面接官
面接
面接
面前
面刀器
面刀
面刀
面事務所
面上
面
面
面
面
面
面
面
非需期
非難
非道德的
非課稅
非衛生的
非行
非良心的
非科學的
非理
非現實的
非武裝
非正規職
非正常的
非正常
非會員
非效率的
非效率
非情
非常金
非常用
非常時
非常措置
非常口
非常勤務
非常
非小說
非對稱
非專門家
非妥協的
非夢似夢
非命橫死
非命
非吸煙者
非同盟國
非合理的
非合理性
非合理
非協調
非公開
非倫理的
非主流
非一非再
靜脈
靜肅
靜的
靜物畫
靜物
靜物
靜止
靜寂
靑龍
靑雲
靑雲
靑銅器
靑銅
靑酸加里
靑軍
靑葡萄
靑葡萄
靑色
靑綠色
靑瓷色
靑瓷/靑磁
靑灰色
靑果物
靑果
靑松
靑春
靑年期
靑年層
靑年
靑山流水
靑山
靑少年期
靑少年
靑寫眞
靑孀寡婦
靑孀
靑天霹靂
靑壯年
靑史
靑信號
靑信號
靑一點
靈魂
靈魂
靈驗
靈長類
靈芝
靈的
靈柩車
靈感
靈感
靈安室
靈前
靈
靈
霸氣
霸權
霸
露骨的
露店商
露店
露宿者
露宿人
露宿
露天劇場
露天
露出症
露出
露出
露出
霜降
霎時間
震源地
震源地
震源
震源
震度
震動
需要量
需要者
需要層
需要
需用者
電鐵驛
電鐵
電送網
電送
電車
電話線
電話筒
電話番號簿
電話番號
電話機
電話
電話
電解質
電蓄
電線柱
電線
電算網
電算化
電算
電球
電燈
電熱器
電熱
電源
電源
電流
電波
電氣面刀器
電氣稅
電氣料
電氣壯版
電氣
電氣
電極
電文
電擊的
電擊
電子辭典
電子計算機
電子時計
電子娛樂室
電子娛樂
電子
電壓
電報
電動車
電動機
電動
電力難
電力
電光石火
電光板
電光
電光
電信柱
電信
雷聲
雷管
零順位
零落
零落
零細民
零細業者
零細
零時
零下
零上
零
零
雲霧
雲集
雰圍氣
雰圍氣
雰圍氣
雰圍氣
雪辱戰
雪辱
雪花/雪華
雪糖▽/屑糖▽
雪景
雪嶽山
雪山
雪寒風
雪原
雪原
雪上加霜
雨雹
雨衣
雨水
雨期
雨後竹筍
雨備
雨傘
雨中
難點
難題
難關
難讀症
難解性
難視聽
難色
難航
難航
難聽
難聽
難破船
難破
難産
難産
難治病
難治
難民村
難民
難民
難易度
難敵
難攻不落
難攻不落
難工事
難局
難問題
難兄難弟
離陸
離間
離農民
離農
離脫者
離脫
離着陸
離散家族
離散
離婚男
離婚女
離婚
離合集散
離別酒
離別歌
離別
離任
離乳食
離乳期
雜鬼
雜食
雜食
雜音
雜音
雜音
雜費
雜貨店
雜貨商
雜貨
雜貨
雜談
雜誌社
雜誌冊
雜誌
雜菜
雜菌
雜草
雜穀
雜種
雜種
雜種
雜神
雜湯
雜湯
雜木
雜木
雜技
雜技
雜念
雜夫
雜商人
雜務
雙眼鏡
雙璧
雙方
雙手
雙和湯
雙
雙
雙
雇用者
雇用人
雇用主
雇用
雇傭者
雇傭員
雇傭員
雇傭人
集配員
集賢殿
集計
集結地
集結
集約的
集約
集積
集會
集散地
集散地
集散
集成
集姓村
集大成
集團的
集團生活
集團生活
集團
集合體
集合
集合
集中的
集中化
集中力
集中
集中
雅量
雄飛
雄辯調
雄辯家
雄辯
雄辯
隷屬
隷屬
隱遁者
隱遁/隱遯
隱退者
隱退
隱身處
隱身
隱語
隱蔽
隱者
隱然中
隱忍自重
隱居
隱居
隱喩的
隱喩
隱匿罪
隱匿
險路
險路
險談
險相
險口
隨行員
隨行
隨行
隨筆集
隨筆家
隨筆
隨時
障礙者
障礙物
障礙兒
障礙人
障礙
障礙
障礙
障害
障壁
障壁
障壁
隘路
隘路
隕石
隔離
隔離
隔週
隔月
隔日制
隔日
隔意
隔年制
隔年
隔差
隔世之感
階級章
階級
階級
階段式
階段式
階段
階段
階段
階梯
階梯
階層的
階層化
階層化
階層
階名
隊形
隊員
隊列
隊列
隊伍
隆起
隆起
隆盛期
隆盛
陽氣
陽氣
陽氣
陽極
陽曆
陽數
陽性
陽性
陽地
陽地
陽地
陽傘
陽
陽
陽
陸軍
陸路
陸海空軍
陸橋
陸地
陸地
陸上
陸上
陷落
陷穽/檻穽
陷穽/檻穽
陷沒
陷沒
陷沒
陶醉
陶醉
陶藝家
陶藝
陶瓷器
陶工
陶冶
陵遲處斬
陵
陳述書
陳述
陳述
陳情書
陳列臺
陳列欌
陳列
陰陽五行
陰陽
陰陽
陰陽
陰部
陰謀
陰莖
陰氣
陰氣
陰毛
陰極
陰曆
陰數
陰性的
陰性
陰性
陰性
陰德
陰影
陰影
陰影
陰害
陰地
陰地
陰凶
陰
陰
陰
陪審員
除雪機
除雪
除隊
除草劑
除草
除籍
除濕機
除濕
除毛
除毒
除數
除幕式
除夜
除外
除名
除去
陣頭指揮
陣頭
陣頭
陣痛
陣痛
陣營
陣營
陣容
陣容
陣地
陣
陣
院長
院生
院生
院外
院內
陛下
限界點
限界線
限界
限時的
限度額
限度
限定的
限定
限
限
限
限
降雪量
降雪
降雨量
降雨
降臨
降等
降神巫
降神
降神
降水量
降板
降伏/降服
降下
降下
陋名
附高
附隨的
附隨
附錄
附錄
附逆者
附逆
附近
附設
附與
附着/付着
附帶設備
附帶施設
附帶
附屬物
附屬室
附屬室
附屬品
附屬
附屬
附圖
附和雷同
附合
附加
附則
附中
阿鼻叫喚
阿附
阿諂
阿片/鴉片
阿修羅場
防風林
防風
防音壁
防音
防除
防除
防護服
防護壁
防護壁
防護
防衛費
防衛力
防衛
防蟲網
防蟲劑
防蟲
防腐劑
防空壕
防禦陣
防禦線
防禦的
防禦率
防禦戰
防禦戰
防禦壁
防禦
防禦
防疫
防犯燈
防犯
防牌/旁牌
防牌/旁牌
防災
防火壁
防火壁
防火
防濕
防潮堤
防波堤
防水性
防水
防毒面
防止策
防止
防彈服
防寒靴
防寒服
防寒帽
防寒具
防寒
防壁
防共
防備
闡明
關門
關門
關鍵
關與
關聯者
關聯性
關聯/關連
關節炎
關節
關稅
關心事
關心
關係者
關係
關係
關係
關係
關係
闕內
闊葉樹
闊步
闊步
閻羅大王
閱覽室
閱覽券
閱覽
閭閻
閨秀
閣僚
閣下
間髮
間食
間隙
間隙
間隙
間隔
間隔
間選制
間選
間諜罪
間諜
間紙
間歇的
間接稅
間接的
間接吸煙
間接
間或
間奏曲
間奏曲
間奏
閑談
閑良
閏年
開館式
開館
開館
開陳
開院
開院
開闢
開闢
開闢
開閉
開通式
開通
開途國
開豁地
開講
開設
開設
開花
開花
開票所
開票
開發費
開發
開發
開發
開發
開港
開港
開業醫
開業式
開業
開業
開業
開校紀念日
開校式
開校
開架式
開會辭
開會式
開會
開明
開放的
開放的
開放化
開放
開放
開拓者
開拓者
開拓
開拓
開店
開店
開幕式
開幕
開幕
開市
開市
開局
開封館
開封作
開封
開封
開學
開始日
開始
開天節
開墾地
開墾
開場
開國
開國
開化派
開化期
開化思想
開化
開化
開創
開催地
開催國
開催
閉鎖的
閉鎖性
閉鎖
閉鎖
閉鎖
閉經
閉校
閉會式
閉會
閉店
閉店
閉幕式
閉幕
閉場
閃光
門風紙
門閥
門間房
門間
門牌
門戶
門戶
門外漢
門地枋
門團束
門前成市
門前乞食
門前
門前
門中
門下生
門下
門下
門
門
長點
長魚
長髮族
長髮
長音
長靴
長身
長距離
長距離
長足
長調
長蛇陣
長考
長老
長老
長篇
長篇
長竹
長短點
長短
長短
長男
長母音
長期間
長期的
長期戰
長期戰
長期囚
長期化
長期
長服
長時間
長時日
長斫
長文
長指/將指
長技
長廣舌
長廣舌
長幼有序
長官
長安
長孫
長子
長女
長壽
長
鑛脈
鑛石
鑛産業
鑛物質
鑛物性
鑛物
鑛泉水
鑛泉
鑛業
鑛工業
鑛山村
鑛山
鑛夫
鑑賞者
鑑賞法
鑑賞會
鑑賞
鑑識
鑑定家
鑑定價
鑑定價
鑑定
鑑別力
鑑別
鑑別
鑄貨
鐵馬
鐵面皮
鐵門
鐵鑛石
鐵鑛
鐵鑛
鐵鋼
鐵道驛
鐵道網
鐵道
鐵路
鐵製
鐵網
鐵網
鐵絲
鐵筋
鐵窓身勢
鐵窓
鐵窓
鐵甲
鐵甲
鐵甕城
鐵物店
鐵物
鐵橋
鐵橋
鐵槌
鐵槌
鐵棒
鐵棒
鐵條網
鐵柵
鐵板
鐵材
鐵拳
鐵拳
鐵帽
鐵工所
鐵工
鐵壁
鐵壁
鐵塔
鐵器
鐵則
鐵分
鐵人
鐵
鐵
鐘閣
鐘塔
鐘
鏡臺
鏃
鎭魂曲
鎭靜劑
鎭靜
鎭靜
鎭痛劑
鎭火
鎭火
鎭壓
鎖骨
鎖國主義
鎖國
鎔鑛爐
鎔接工
鎔接
鎔巖
鍾路/鐘路
鍼術
鍵盤
鍛鍊
鍛鍊
鍛鍊
鍍金
鍊金術
錯雜
錯誤
錯覺
錯視
錯亂
錦衣還鄕
錦繡江山
錦江
錦上添花
錢穀
錢主
錢主
錚盤
錘
錘
錄音器
錄音
錄畫
鋼鐵棒
鋼鐵板
鋼鐵
鋼鐵
鋼板
鋪裝道路
鋪裝
銳角
銜字
銓衡
銅賞
銅版畫
銅像
銅
銃聲
銃殺
銃擊戰
銃擊
銃彈
銃器
銃口
銃劍
銃劍
銃劍
銃傷
銃
銀髮
銀髮
銀賞
銀製
銀行家
銀行員
銀行
銀行
銀色
銀粧刀
銀箔紙
銀箔
銀盤
銀盤
銀白色
銀河系
銀河水
銀河
銀杏
銀幕
銀幕
銀婚式
銀世界
銀
銀
鉛筆心/鉛筆芯
鉛筆
鈍角
鈍才
鈍感
鈍化
針葉樹林
針葉樹
針線
針線
針小棒大
釜山
金髮
金額
金鑛
金鑛
金錢萬能
金錢
金錢
金銅
金銀房
金銀寶貨
金賞
金貨
金言
金製
金裝
金融街
金融界
金融業
金融圈
金融人
金融
金色
金箔
金科玉條
金權
金橘
金枝玉葉
金曜日
金時計
金星
金庫
金庫
金屬製
金屬聲
金屬
金字塔
金婚式
金塊
金品
金半指
金剛石
金剛山
金利
金冠
金一封
金
金
金
金
金
量的
量産
量
量
量
量
野黨
野遊會
野蠻的
野蠻的
野蠻性
野蠻性
野蠻人
野蠻人
野蠻
野蠻
野菜
野生馬
野生馬
野生花
野生
野球場
野球
野獸
野獸
野營客
野營場
野營
野營
野望
野性美
野性的
野性
野心作
野心
野心
野山
野外
野外
野圈
野合
野合
重點的
重點
重鎭
重金屬
重量級
重量級
重量感
重量
重輕傷
重責
重言復言
重視
重要視
重要性
重要
重複
重裝備
重罰
重罪人
重罪
重築
重症
重病
重疊
重火傷
重湯
重武裝
重武裝
重懲戒
重態
重患者室
重患者
重患
重役
重役
重建
重工業
重大性
重大事
重大
重壓感
重壓
重壓
重唱團
重唱
重化學
重勞動
重勞動
重力
重刑
重傷者
重傷
重修
重任
釋迦牟尼
釋迦塔
釋迦
釋放
釀造
醵出
醱酵法
醱酵乳
醱酵
醮禮廳
醮禮床
醮禮
醬
醬
醫院
醫豫科
醫術
醫藥品
醫科
醫療陣
醫療費
醫療界
醫療器
醫療人
醫療
醫師
醫學者
醫學的
醫學界
醫學徒
醫學
醫務室
醜行
醜行
醜聞
醜男
醜態
醜惡
醜女
醋醬
醋醬
醋
醉興
醉漢
醉氣
醉客
醉中
醇化
醇化
酸素桶
酸素
酸性化
酸性
酸
酷評
酷暑
酷寒
酷使
酵素
酬酌
酬酌
酬價
酪農業
酪農品
酪農
酒黨
酒類
酒量
酒酊
酒邪
酒色雜技
酒色
酒癖
酒癖
酒煎子
酒案床
酒店
酒幕
酒宴
配點
配食
配達夫
配達夫
配達員
配達
配送
配車
配色
配置圖
配置
配線
配線
配給量
配給所
配給品
配給制
配給
配給
配管
配當金
配當率
配當
配水
配水
配慮
配役陣
配役
配布
配屬
配屬
配定
配合
配匹
配列/排列
配分
配偶者
配付
酌婦
酋長
鄰近
鄰接
鄕歌
鄕村
鄕愁病
鄕愁
鄕土色
鄕土
鄕土
都邑地
都邑
都邑
都農
都賣業
都賣商
都賣商
都賣價
都賣
都買
都給
都會的
都會地
都會
都心地
都心
都市風
都市民
都市化
都市人
都市
都城
都合
郵遞筒
郵遞局
郵遞夫
郵送
郵票
郵便集配員
郵便配達夫
郵便葉書
郵便物
郵便函
郵便
郵便
部類
部隊長
部隊
部隊
部門
部長
部處
部落民
部落
部署
部族
部數
部員
部品
部分的
部分
部位
部下
部
郡民
郡廳
郡守
郡內
郡
郡
郞君
郊外
邸宅
邸下
邪敎
那落/奈落
那落/奈落
邑內
邑
邑
邏卒
邊方
邊境
邊
邊
還都
還甲
還生
還生
還收
還拂
還宮
還國
還元主義
還元主義
還元
還元
還元
還俗
邂逅
邁進
避雷針
避難處
避難處
避難民
避難地
避難
避身處
避身
避球
避暑客
避暑地
避暑
避妊藥
避妊/避姙
避亂
遺骨
遺跡地
遺跡/遺蹟
遺言狀
遺言
遺言
遺腹子
遺稿
遺産
遺産
遺物
遺物
遺物
遺業
遺棄
遺書
遺族
遺憾
遺志
遺家族
遺失物
遺品
遺傳的
遺傳病
遺傳學
遺傳子
遺傳
遺傳
遺作
選集
選良
選民意識
選民意識
選民思想
選民思想
選擧權
選擧日
選擧戰
選擧區
選擧人團
選擧
選擇的
選擇權
選擇
選拔戰
選拔
選手權
選手村
選手團
選手
選手
選定
選好度
選好
選多型
選別的
選別
選出
選任
遷都
遵法精神
遵法
遵守
遲遲不進
遲進兒
遲滯
遲延
遲刻生
遲刻
遮陽
遮陽
遮日
遮斷機
遮斷機
遮斷
遮斷
遮光
遭難者
遭難
遭遇
遭遇
適齡期
適齡
適者生存
適者
適者
適當量
適用
適法
適正線
適正性
適正價
適正
適格者
適格
適材適所
適材
適期
適時打
適時
適所
適應力
適應
適性
適地
適合性
適合
適任者
適任
適任
遡及
遠隔
遠近法
遠近感
遠近
遠近
遠距離
遠赤外線
遠視
遠行
遠洋
遠景
遠景
遠心力
遠征隊
遠征軍
遠征軍
遠征
遠征
遠征
遞改
遜色
違背
違約金
違約
違法的
違法性
違法
違憲
違和感
違反者
違反
達辯
達辯
達觀
達筆
達成
達人
道路邊
道路網
道路
道袍
道術
道義
道立
道程
道程
道程
道知事
道理
道理
道民
道服
道敎
道政
道德觀
道德規範
道德的
道德性
道德君子
道德
道德
道廳
道士
道士
道士
道場
道具函
道具
道具
道人
道
道
道
過飽和
過飮
過食
過電壓
過量
過速
過讚
過誤
過言
過積
過程
過疏
過用
過猶不及
過熱
過熱
過激派
過激性
過激
過渡的
過渡期的
過渡期
過渡
過消費
過敏性
過敏
過慾
過怠料
過度
過少
過小評價
過小
過密
過客
過失
過失
過大評價
過多
過去形
過去事
過去之事
過去
過去
過去
過半數
過半
過勞死
過勞
過剩保護
過剩
過信
過保護
過不足
遍歷
遍歷
運送費
運送業者
運送業
運送料
運送
運轉者
運轉技士
運轉手
運轉席
運轉室
運轉士
運轉兵
運轉免許證
運轉免許
運轉
運輸業者
運輸業
運身
運身
運賃
運行
運行
運航
運用費
運用
運營難
運營費
運營
運河
運柩
運數
運搬費
運搬船
運搬
運命論
運命的
運命
運命
運勢
運動靴
運動量
運動量
運動部
運動選手
運動服
運動會
運動帽子
運動帽
運動家
運動場
運動圈
運動員
運動
運動
運動
運動
運休
運
運
遊離
遊說場
遊覽船
遊覽客
遊覽
遊興費
遊興街
遊興業所
遊興業
遊興
遊牧民
遊牧
遊擊隊員
遊擊隊
遊擊手
遊擊
遊戲的
遊戲的
遊戲
遊廓
遊學
遊園地
遊休地
遊休
遂行
遁甲
遁甲
逼迫
逸話
逸脫
逸脫
進陟
進退維谷
進退兩難
進退
進退
進軍
進路
進路
進言
進行者
進行形
進行
進行
進級
進甲
進步的
進步
進步
進擊
進度表
進度
進度
進展
進學率
進學
進取的
進取性
進取
進化論
進化
進化
進出權
進出
進出
進入路
進入
進上品
進上
進一步
週間
週給
週番
週末旅行
週末
週期的
週期性
週期
週期
週日
週初
週刊紙
週刊
週刊
週
逮捕
連霸
連鎖的
連鎖
連鎖
連載物
連載小說
連載
連語
連行
連署
連續線
連續的
連續性
連續劇
連續
連繫性
連繫/聯繫
連繫/聯繫
連絡處
連絡船
連絡網
連絡/聯絡
連結
連累者
連累/緣累
連發
連發
連日
連敗
連打
連戰連勝
連帶感
連帶
連帶
連呼
連勝
連動/聯動
連作
連作
連休
連任
逢變
逢着
造語
造語
造詣
造花
造船業
造船所
造物主
造淸
造林
造景
造成
造成
造形美
造形物
造幣
造化
造化
造作劇
造作
造作
造作
速達
速達
速讀
速記錄
速記錄
速記士
速記
速記
速行
速行
速決
速步
速斷
速攻
速戰速決
速戰速決
速成
速度計
速度戰
速度感
速度
速射砲
速報
速力
逝去
通風口
通風
通院
通關
通過
通過
通過
通過
通過
通運
通路
通路
通販
通貨量
通貨
通讀
通譯官
通譯士
通譯
通譯
通說
通話量
通話料
通話
通話
通行禁止
通行禁止
通行料
通行
通稱
通稱
通禁
通禁
通知表
通知表
通知書
通知
通用語
通用
通用
通牒
通氣性
通氣
通情
通情
通情
通情
通念
通常的
通常
通帳
通學生
通學
通姓名
通報
通商
通告
通史
通卷
通勤
通分
通信費
通信網
通信網
通信網
通信員
通信兵
通信
通信
通俗的
通俗的
通俗性
通俗劇
通俗
通俗
通事情
通事情
途中下車
途中下車
途中
途中
逐出
透過
透視
透視
透明
透明
透明
透射
逍風/消風
逋脫
逆風
逆風
逆順
逆轉敗
逆轉勝
逆轉
逆輸出
逆輸入
逆賊
逆說的
逆說
逆說
逆襲
逆行
逆流
逆流
逆機能
逆方向
逆效果
逆攻
逆情
逆境
逆利用
逆光
逆作用
逆
逃避處
逃避的
逃避性
逃避
逃避
逃走
逃亡者
逃亡
送風機
送電
送金
送還
送達
送話器
送舊迎新
送致
送稿
送球
送狀
送油管
送水管
送年號
送年會
送年
送受話器
送受信
送別會
送別式
送別
送出
送出
送信者
送信機
送信所
送信
送付
退陣
退院
退路
退行
退行
退色/褪色
退色/褪色
退職金
退職
退社
退社
退物
退物
退物
退潮
退治
退步
退步
退役
退役
退室
退學
退學
退字▽
退場
退場
退場
退去
退去
退去
退却
退化
退化
退勤
退出
退位
退位
退任
追跡
追跡
追越
追窮
追突
追求
追放
追擊戰
追擊
追憶談
追憶
追慕祭
追慕碑
追慕式
追慕
追悼辭
追悼會
追悼式
追悼
追念
追念
追徵金
追徵
追從
追從
追後
追加分
追加
追伸/追申
迷路
迷路
迷惑
迷宮
迷宮
迷妄
迷夢
迷兒保護所
迷兒
迷信的
迷信
述語
迫頭
迫眞感
迫眞感
迫害
迫力
返還點
返還
返還
返送
返納
返戾
返品
近間
近間
近鄰
近鄰
近郊
近距離
近親相姦
近親婚
近親
近視眼的
近視眼
近視眼
近視
近衛隊
近處
近海
近況
近東
近景
近景
近方
近接
近年
近刊
近來
近似値
近代的
近代性
近代式
近代史
近代化
近代
近代
近世
迎賓館
迎接
迎合
迎合
迎入
迅速性
迅速
迂餘曲折
迂廻路
迂廻的/迂回的
迂廻/迂回
農高
農閑期
農軍
農軍
農藥
農耕地
農耕
農繁期
農畜産物
農産物
農漁民
農漁村
農活
農法
農水産物
農水産業
農水産
農民軍
農民
農機械
農樂隊
農樂
農業用水
農業國
農業
農村
農工
農家
農家
農學
農夫
農場主
農場
農地
農土
農園
農器具
農作物
農事法
農事
農事
辱說
辱
辱
辱
辱
辯護士
辯護人
辯護
辯護
辯論
辯士
辮髮/編髮
辭退
辭讓
辭表
辭職書
辭職
辭緣/詞緣
辭意
辭典
辭任
辨理士
辨濟
辨明
辨別
辨償
辨償
辨償
辦公費
轟音
轉賣
轉補
轉落
轉職
轉移
轉移
轉科
轉禍爲福
轉用
轉機
轉業
轉換點
轉換期
轉換
轉役式
轉役
轉寫
轉寫
轉學生
